Agemos,3%,10%,25%,50%,75%,90%,95%,97%
24,14.52095333,15.09032827,15.74164233,16.57502768,17.55718781,18.60948128,19.33801062,19.85985812
24.5,14.50347667,15.07117474,15.71962876,16.54777487,17.52129279,18.56110634,19.27889813,19.79194014
25.5,14.46882381,15.03335725,15.67634464,16.49442763,17.45135039,18.46729593,19.16465965,19.66102345
26.5,14.43459737,14.99619505,15.634035,16.44259552,17.38383656,18.37736191,19.05567423,19.5365754
27.5,14.40082828,14.95969047,15.5926798,16.3922434,17.3187102,18.29125345,18.9518675,19.41848805
28.5,14.36754718,14.92384514,15.55225853,16.34333654,17.2559313,18.20892041,18.85316529,19.30665411
29.5,14.33478414,14.88866003,15.51275057,16.29584097,17.19546093,18.1303131,18.75949359,19.20096691
30.5,14.30256837,14.85413557,15.47413549,16.24972371,17.13726129,18.05538214,18.67077841,19.10132056
31.5,14.27092833,14.82027189,15.43639319,16.20495268,17.0812953,17.98407812,18.58694589,19.00761051
32.5,14.23988971,14.7870687,15.39950521,16.16149871,17.02752831,17.91635198,18.50792131,18.91973125
33.5,14.2094782,14.7545259,15.36345335,16.11933258,16.97592485,17.85215384,18.43363072,18.83758072
34.5,14.17971698,14.72264343,15.32822125,16.07842758,16.92645101,17.79143359,18.3639996,18.76105711
35.5,14.15062715,14.69142152,15.2937943,16.03875896,16.87907357,17.73414053,18.29895323,18.69005992
36.5,14.12222757,14.66086088,15.26015988,16.00030401,16.8337599,17.68022325,18.23841666,18.62449011
37.5,14.09453413,14.63096272,15.22730791,15.96304277,16.79047852,17.62962965,18.1823144,18.5642493
38.5,14.06756329,14.60172936,15.1952288,15.92695418,16.74919525,17.58230587,18.13057244,18.50924478
39.5,14.04132288,14.57316316,15.16391901,15.89202582,16.70988247,17.53819888,18.08311311,18.45937719
40.5,14.0158243,14.54526806,15.13337382,15.85824093,16.67250668,17.49725289,18.03986198,18.41455697
41.5,13.99107332,14.51804847,15.10359281,15.82558822,16.63703787,17.45941207,18.00074262,18.37469187
42.5,13.96707439,14.49150978,15.07457728,15.79405728,16.60344521,17.42461935,17.96567903,18.33969264
43.5,13.94382698,14.4656578,15.04633235,15.76364255,16.57170092,17.39281759,17.9345935,18.30946785
44.5,13.9213319,14.44049947,15.01886319,15.73433668,16.54177412,17.36394785,17.90741007,18.28393204
45.5,13.8995866,14.4160421,14.99217766,15.70613566,16.51363577,17.33795095,17.88405183,18.26299911
46.5,13.87858352,14.392293,14.96628719,15.67904062,16.48726082,17.31476822,17.86443983,18.24657949
47.5,13.85831582,14.36926,14.94120325,15.65305192,16.46262258,17.29433999,17.84849622,18.2345875
48.5,13.83877404,14.34695084,14.91693911,15.62817269,16.43969657,17.27660684,17.8361423,18.22693633
49.5,13.81994711,14.32537305,14.89350913,15.604408,16.41845985,17.26150966,17.82729891,18.22353875
50.5,13.80182253,14.30453377,14.87092845,15.58176458,16.39889119,17.24898984,17.8218865,18.22430691
51.5,13.78438667,14.2844396,14.84921259,15.56025067,16.38097113,17.23898952,17.81982523,18.22915216
52.5,13.76762605,14.26509665,14.82837662,15.5398746,16.36468088,17.23145142,17.82103559,18.23798637
53.5,13.75152248,14.24650943,14.80843749,15.52064993,16.3500079,17.22632105,17.82543578,18.25071444
54.5,13.73606368,14.22868271,14.7894083,15.50258427,16.33693462,17.22354286,17.83294744,18.26724918
55.5,13.72123322,14.21161954,14.77130343,15.48568973,16.32544946,17.22306443,17.84349028,18.28749643
56.5,13.70701599,14.19532216,14.75413556,15.46997718,16.31554106,17.22483458,17.85698505,18.31136265
57.5,13.69339739,14.1797919,14.73791599,15.45545692,16.30719914,17.22880383,17.87335318,18.33875356
58.5,13.68036242,14.16502885,14.72265501,15.44213961,16.30041561,17.23492502,17.89251642,18.36957256
59.5,13.66789962,14.15103287,14.70836004,15.43003207,16.29517994,17.24315148,17.91439894,18.40372671
60.5,13.65599683,14.13780261,14.69503764,15.41914163,16.29148397,17.25343909,17.93892524,18.44112021
61.5,13.64464353,14.1253362,14.68269244,15.40947356,16.28931904,17.26574515,17.96602144,18.48165813
62.5,13.63383056,14.11363117,14.67132735,15.40103139,16.28867619,17.28002846,17.99561523,18.52524599
63.5,13.62354907,14.10268433,14.66094403,15.39381785,16.28954723,17.29624981,18.02763543,18.57178832
64.5,13.61379452,14.09249299,14.65154144,15.38783094,16.29191982,17.31436954,18.06201396,18.62119533
65.5,13.60456106,14.08305345,14.64311821,15.38306945,16.29578396,17.33435063,18.09868317,18.67337395
66.5,13.595845,14.0743621,14.63567131,15.37952958,16.30112773,17.35615653,18.13757754,18.72823379
67.5,13.58764387,14.06641528,14.62919656,15.37720582,16.30793819,17.37975148,18.17863327,18.78568583
68.5,13.57995642,14.05920932,14.62368881,15.37609107,16.31620135,17.40510042,18.22178824,18.84564261
69.5,13.57278245,14.05274063,14.619142,15.37617677,16.32590217,17.43216882,18.26698191,18.90801826
70.5,13.56612272,14.04700569,14.61554938,15.37745304,16.33702456,17.46092258,18.31415529,18.97272855
71.5,13.55997887,14.04200114,14.6129036,15.37990886,16.34955145,17.49132795,18.36325085,19.03969094
72.5,13.55435329,14.03772376,14.61119682,15.38353217,16.36346484,17.52335144,18.41421242,19.10882456
73.5,13.54924901,14.03417051,14.61042085,15.38831005,16.37874588,17.55695978,18.46698511,19.18005024
74.5,13.54466964,14.03133851,14.61056719,15.39422883,16.39537493,17.59211982,18.52151524,19.25329044
75.5,13.54061839,14.02922475,14.61162737,15.40127496,16.41333266,17.62879914,18.57774996,19.32846782
76.5,13.53710097,14.02782718,14.61359223,15.40943252,16.43259653,17.66696377,18.63563816,19.4055104
77.5,13.53412147,14.02714319,14.61645307,15.41868691,16.45314588,17.70658129,18.69512904,19.48434431
78.5,13.53168472,14.0271705,14.62020097,15.42902273,16.47495885,17.74761885,18.75617288,19.56489823
79.5,13.52979573,14.027907,14.62482705,15.44042439,16.49801329,17.7900437,18.81872078,19.64710224
80.5,13.52845994,14.02935081,14.63032238,15.45287581,16.52228624,17.83382275,18.88272474,19.7308886
81.5,13.5276813,14.03149952,14.63667844,15.46636218,16.54775649,17.87892434,18.948137,19.81618799
82.5,13.52746565,14.03435159,14.64388639,15.48086704,16.57440029,17.9253152,19.01491107,19.902936
83.5,13.52781794,14.03790521,14.65193763,15.49637465,16.6021948,17.97296286,19.08300081,19.99106797
84.5,13.52874305,14.0421586,14.66082372,15.51286936,16.6311172,18.02183493,19.15236073,20.08052042
85.5,13.53024568,14.04710998,14.67053629,15.53033563,16.66114466,18.07189919,19.22294589,20.17123104
86.5,13.53233036,14.05275762,14.68106712,15.54875807,16.69225445,18.12312353,19.29471191,20.2631386
87.5,13.53500147,14.05909975,14.69240809,15.56812143,16.72442396,18.17547605,19.36761493,20.35618297
88.5,13.53826314,14.06613458,14.7045512,15.58841065,16.7576307,18.22892501,19.44161165,20.45030507
89.5,13.54211938,14.0738604,14.71748869,15.60961101,16.79185246,18.28343882,19.51665894,20.54544624
90.5,13.54657375,14.08227508,14.73121238,15.63170735,16.82706672,18.33898626,19.59271539,20.64155132
91.5,13.55162988,14.091377,14.74571498,15.65468563,16.86325188,18.39553611,19.6697383,20.73856241
92.5,13.55729098,14.10116411,14.76098876,15.67853139,16.90038609,18.45305756,19.74768666,20.83642509
93.5,13.56356006,14.1116344,14.77702622,15.70323052,16.9384478,18.51151998,19.82651963,20.93508525
94.5,13.57043987,14.12278578,14.79381994,15.72876911,16.97741575,18.57089304,19.90619689,21.03448975
95.5,13.57793291,14.13461608,14.81136258,15.75513347,17.01726889,18.63114669,19.98667859,21.13458634
96.5,13.58604144,14.14712305,14.82964685,15.78231007,17.05798645,18.69225117,20.06792538,21.2353237
97.5,13.59476742,14.16030433,14.84866554,15.8102856,17.09954792,18.75417705,20.1498984,21.33665138
98.5,13.60411246,14.17415743,14.86841153,15.83904708,17.14193325,18.81689537,20.23255928,21.4385195
99.5,13.61407844,14.18867999,14.88887764,15.86858123,17.18512191,18.8803769,20.31587026,21.54088032
100.5,13.62466611,14.20386916,14.91005687,15.89887562,17.22909475,18.94459357,20.39979379,21.64368493
101.5,13.63587653,14.21972223,14.93194218,15.92991765,17.2738323,19.00951733,20.48429323,21.74688677
102.5,13.64771054,14.23623642,14.95452659,15.96169481,17.31931519,19.07512019,20.56933216,21.85043987
103.5,13.66016853,14.25340873,14.97780313,15.99419489,17.36552463,19.14137485,20.6548748,21.95429887
104.5,13.67325038,14.27123591,15.00176488,16.02740607,17.4124424,19.20825462,20.74088584,22.05841878
105.5,13.68695684,14.28971516,15.02640489,16.0613159,17.46004925,19.27573205,20.82733059,22.16275742
106.5,13.70128712,14.30884292,15.05171626,16.09591292,17.50832768,19.34378135,20.9141748,22.26727123
107.5,13.71624103,14.32861592,15.07769209,16.13118532,17.55725951,19.41237631,21.00138483,22.37191887
108.5,13.73181676,14.3490301,15.10432556,16.16712234,17.60682848,19.48149248,21.08892746,22.47665729
109.5,13.7480147,14.37008248,15.13160968,16.20371168,17.65701563,19.55110329,21.17677023,22.58144893
110.5,13.76483325,14.39176909,15.15953759,16.24094239,17.70780444,19.62118443,21.26488107,22.68625363
111.5,13.78227084,14.41408598,15.1881024,16.27880346,17.75917825,19.69171163,21.3532285,22.79103265
112.5,13.80032593,14.43702918,15.21729722,16.31728385,17.81112044,19.76266083,21.44178165,22.89574847
113.5,13.81899666,14.46059456,15.2471151,16.35637267,17.86361469,19.83400841,21.53051015,23.00036429
114.5,13.83828098,14.48477791,15.27754914,16.39605916,17.91664493,19.90573115,21.61938426,23.10484416
