Date,Open,High,Low,Close,Volume,Adj Close
2002-10-22,74.50,75.68,73.62,74.49,10371500,61.81
2002-10-21,73.65,75.90,72.94,75.55,10875700,62.69
2002-10-18,71.73,74.25,70.26,74.25,12482900,61.62
2002-10-17,72.80,73.00,71.23,72.20,21344600,59.91
2002-10-16,66.60,67.00,64.24,64.90,15900200,53.86
2002-10-15,67.75,68.48,66.58,68.48,14600200,56.83
2002-10-14,61.54,63.80,61.54,63.42,7925300,52.63
2002-10-11,62.00,63.92,61.50,63.92,17853800,53.04
2002-10-10,54.65,58.48,54.01,57.58,12670600,47.78
2002-10-09,56.05,56.70,54.81,55.07,12156000,45.70
2002-10-08,57.78,58.09,54.80,57.05,14744500,47.34
2002-10-07,56.60,58.50,56.60,56.86,9641600,47.18
2002-10-04,59.50,59.51,55.77,56.60,14551900,46.97
2002-10-03,60.30,61.16,58.95,60.00,11001100,49.79
2002-10-02,61.18,62.00,58.35,59.63,10653300,49.48
2002-10-01,59.20,61.98,58.99,61.17,11642800,50.76
2002-09-30,59.55,59.89,57.99,58.31,13020100,48.39
2002-09-27,61.43,63.49,60.31,60.36,8793100,50.09
2002-09-26,64.20,64.88,61.33,62.02,12368800,51.47
2002-09-25,61.20,63.77,60.99,63.01,13119200,52.29
2002-09-24,61.08,63.30,59.55,59.75,16710100,49.58
2002-09-23,63.75,63.75,62.37,63.37,8377100,52.59
2002-09-20,65.40,65.40,63.90,63.92,14195200,53.04
2002-09-19,64.80,66.48,64.65,64.80,22034900,53.77
2002-09-18,70.65,70.90,68.86,69.55,12712700,57.72
2002-09-17,73.00,73.45,71.35,71.75,6195100,59.54
2002-09-16,72.00,72.72,71.23,72.32,4595200,60.01
2002-09-13,71.50,72.88,71.31,72.50,5949600,60.16
2002-09-12,74.05,74.05,71.64,71.87,6707400,59.64
2002-09-11,76.40,77.50,74.06,74.20,5394400,61.57
2002-09-10,74.60,75.60,73.85,75.60,5538300,62.74
2002-09-09,72.45,74.98,71.85,74.50,5785000,61.82
2002-09-06,73.75,73.99,73.07,73.20,4586500,60.74
2002-09-05,72.74,72.85,71.50,72.18,6467700,59.90
2002-09-04,72.35,73.99,71.60,73.73,6264600,61.18
2002-09-03,74.20,75.00,72.30,72.35,6849400,60.04
2002-08-30,75.55,76.35,75.10,75.38,5002500,62.55
2002-08-29,75.60,77.35,75.15,76.62,5857400,63.58
2002-08-28,76.00,77.01,75.67,76.06,6590300,63.12
2002-08-27,80.40,80.44,77.30,77.96,7087800,64.69
2002-08-26,80.40,80.89,77.80,79.42,6997800,65.91
2002-08-23,81.20,81.48,79.35,80.40,5908900,66.72
2002-08-22,80.95,82.45,80.20,81.99,5446600,68.04
2002-08-21,81.90,82.33,79.55,81.00,7768600,67.22
2002-08-20,81.56,82.00,80.18,81.27,7671000,67.44
2002-08-19,79.35,82.85,79.01,82.49,10803900,68.45
2002-08-16,76.50,79.98,75.98,79.35,11645800,65.85
2002-08-15,75.40,76.71,74.60,76.50,9267300,63.48
2002-08-14,71.95,75.02,71.35,74.92,8353000,62.17
2002-08-13,71.55,73.80,71.19,71.90,8014700,59.67
2002-08-12,71.05,72.64,70.61,71.77,5263300,59.56
2002-08-09,70.61,74.30,70.40,71.83,6940900,59.61
2002-08-08,69.20,72.05,68.35,71.61,8420500,59.42
2002-08-07,69.00,69.90,66.80,69.17,8037300,57.40
2002-08-06,67.00,69.42,66.61,67.90,8370800,56.22
2002-08-05,67.94,68.35,65.85,65.99,7126900,54.64
2002-08-02,68.21,68.23,67.12,67.88,6915000,56.20
2002-08-01,70.40,70.70,67.22,68.25,8832000,56.51
2002-07-31,70.75,71.60,69.11,70.40,12718600,58.29
2002-07-30,70.50,72.70,70.02,71.79,10138600,59.44
2002-07-29,70.37,71.40,68.00,71.18,11919300,58.94
2002-07-26,68.75,69.47,65.76,66.40,11576400,54.98
2002-07-25,68.90,70.00,67.30,69.35,10989800,57.42
2002-07-24,66.00,70.00,65.70,69.54,13804500,57.58
2002-07-23,68.25,70.00,66.66,67.05,12766700,55.52
2002-07-22,71.25,72.19,68.31,68.50,14866900,56.72
2002-07-19,70.96,72.70,70.00,72.00,11612900,59.62
2002-07-18,70.50,74.20,70.00,72.05,15310800,59.66
2002-07-17,71.00,71.60,69.62,70.69,11537300,58.53
2002-07-16,69.51,71.39,68.48,69.01,10486800,57.14
2002-07-15,68.40,71.00,66.60,71.00,10420900,58.79
2002-07-12,70.00,71.74,68.80,69.21,8572200,57.31
2002-07-11,68.00,69.75,67.55,69.41,11026400,57.47
2002-07-10,70.60,71.25,68.53,68.76,10073400,56.93
2002-07-09,71.40,72.25,69.45,69.67,11165600,57.69
2002-07-08,73.00,73.48,71.03,71.30,9488100,59.04
2002-07-05,72.45,73.90,72.00,73.50,5243000,60.86
2002-07-03,67.95,70.71,67.87,70.51,8469900,58.38
2002-07-02,67.85,69.40,67.70,68.58,12012900,56.78
2002-07-01,72.01,72.41,67.16,67.60,12055900,55.97
2002-06-28,71.35,73.62,71.25,72.00,10945600,59.62
2002-06-27,71.20,72.15,69.10,71.90,10610100,59.53
2002-06-26,66.10,70.59,66.10,70.05,11544000,58.00
2002-06-25,70.30,71.45,68.41,68.60,8554800,56.80
2002-06-24,67.25,71.49,67.25,69.70,14687700,57.71
2002-06-21,70.00,70.99,68.19,68.75,15542600,56.93
2002-06-20,74.00,74.09,71.43,71.58,11116900,59.27
2002-06-19,74.20,75.20,73.25,73.35,9455400,60.73
2002-06-18,75.60,76.90,75.47,75.94,7242000,62.88
2002-06-17,76.18,77.75,75.16,77.14,7775800,63.87
2002-06-14,74.20,76.77,73.25,76.17,8592000,63.07
2002-06-13,75.45,77.40,75.30,75.60,8909600,62.60
2002-06-12,75.40,75.95,73.25,74.65,13296100,61.81
2002-06-11,77.85,78.25,75.20,75.49,7953400,62.51
2002-06-10,77.75,78.80,76.60,76.80,7075800,63.59
2002-06-07,78.48,78.85,77.00,78.30,9309400,64.83
2002-06-06,80.55,80.95,78.89,79.66,5540600,65.96
2002-06-05,79.65,80.71,79.11,80.55,7172100,66.70
2002-06-04,78.11,79.65,77.60,79.31,7273200,65.67
2002-06-03,80.75,80.91,78.00,78.11,8383600,64.68
2002-05-31,82.05,82.05,80.40,80.45,5126200,66.61
2002-05-30,80.60,82.25,80.22,82.25,7374100,68.10
2002-05-29,81.50,82.00,81.00,81.60,4519500,67.57
2002-05-28,82.80,83.11,81.69,82.08,4552100,67.96
2002-05-24,83.65,83.75,82.62,83.10,4122000,68.81
2002-05-23,84.25,85.05,82.52,84.35,6865600,69.84
2002-05-22,83.76,84.39,82.74,84.00,5040700,69.55
2002-05-21,84.41,85.00,83.30,83.45,4454000,69.10
2002-05-20,85.45,85.46,83.93,84.45,4530300,69.92
2002-05-17,86.25,86.40,85.00,85.69,5874800,70.95
2002-05-16,84.20,86.00,83.40,85.45,6768300,70.75
2002-05-15,84.60,86.49,84.05,84.50,8552300,69.97
2002-05-14,84.50,85.48,82.19,85.48,9624700,70.78
2002-05-13,80.25,82.29,79.50,82.19,6527600,68.05
2002-05-10,79.95,80.50,79.25,79.68,7386300,65.98
2002-05-09,81.90,83.00,79.00,79.93,10130100,66.18
2002-05-08,78.20,82.80,78.20,82.45,12779700,68.27
2002-05-07,76.89,77.50,75.92,76.50,17418700,63.22
2002-05-06,81.70,81.87,76.00,76.00,13648400,62.80
2002-05-03,83.10,83.50,81.11,81.78,8656300,67.58
2002-05-02,83.75,84.80,83.13,83.86,6582900,69.30
2002-05-01,83.85,84.65,81.67,84.30,12203800,69.66
2002-04-30,83.91,85.23,83.53,83.76,8883900,69.22
2002-04-29,84.71,85.10,83.55,83.89,6535600,69.33
2002-04-26,86.70,86.96,84.70,84.71,6684200,70.00
2002-04-25,86.05,86.92,85.77,86.71,6870000,71.66
2002-04-24,88.20,88.25,86.27,86.50,6520500,71.48
2002-04-23,88.35,89.08,87.24,87.33,5144100,72.17
2002-04-22,88.95,88.95,87.36,87.93,6757700,72.66
2002-04-19,89.90,90.03,87.60,89.00,9273200,73.55
2002-04-18,86.97,89.10,86.90,88.95,14763500,73.51
2002-04-17,87.05,87.20,84.00,84.81,11019500,70.09
2002-04-16,86.35,86.85,85.58,86.20,7933100,71.23
2002-04-15,86.50,86.60,84.70,85.35,8871600,70.53
2002-04-12,87.56,87.96,84.40,85.60,15819300,70.74
2002-04-11,88.05,88.51,83.34,84.19,23343700,69.57
2002-04-10,88.45,89.95,88.20,89.01,13143900,73.56
2002-04-09,88.50,88.52,87.10,87.74,17383600,72.51
2002-04-08,87.50,88.59,85.35,87.41,41207300,72.23
2002-04-05,100.84,101.25,97.25,97.25,9801800,80.37
2002-04-04,99.96,101.14,99.50,100.84,5928500,83.33
2002-04-03,101.40,101.50,98.90,99.96,7649100,82.61
2002-04-02,102.00,102.01,100.51,100.95,7382200,83.42
2002-04-01,104.00,104.00,102.40,102.86,5587000,85.00
2002-03-28,103.55,105.14,103.39,104.00,5347500,85.94
2002-03-27,103.75,103.79,102.50,103.39,5602400,85.44
2002-03-26,103.57,105.70,102.30,102.90,8144000,85.03
2002-03-25,105.80,106.66,103.50,103.56,6277900,85.58
2002-03-22,106.50,106.70,105.07,105.60,5507900,87.27
2002-03-21,105.70,106.78,104.70,106.78,5113100,88.24
2002-03-20,106.90,106.90,105.49,105.50,4844100,87.18
2002-03-19,106.85,108.05,106.49,107.49,4614800,88.83
2002-03-18,107.10,108.64,106.23,106.35,5301200,87.89
2002-03-15,106.55,107.45,105.59,106.79,10864100,88.25
2002-03-14,107.02,107.95,106.59,106.60,5335500,88.09
2002-03-13,108.30,108.65,106.70,107.18,6409200,88.57
2002-03-12,105.52,108.85,105.51,108.50,11059300,89.66
2002-03-11,104.35,105.97,103.60,105.24,8639100,86.97
2002-03-08,104.82,107.34,104.82,105.09,10726400,86.84
2002-03-07,107.30,107.50,103.24,103.71,10971900,85.70
2002-03-06,105.15,107.09,104.75,106.30,7687400,87.84
2002-03-05,104.25,106.50,104.16,105.67,7562100,87.32
2002-03-04,103.35,106.53,103.13,105.90,10767700,87.51
2002-03-01,98.60,103.10,98.50,103.02,10492900,85.13
2002-02-28,98.49,99.60,97.82,98.12,7939000,81.08
2002-02-27,98.10,100.31,96.70,97.83,11978700,80.84
2002-02-26,99.00,99.19,95.99,97.15,11634500,80.28
2002-02-25,98.45,99.25,97.12,98.30,9902800,81.23
2002-02-22,96.38,99.20,95.76,98.45,10471600,81.36
2002-02-21,98.75,99.70,96.01,96.38,10131700,79.65
2002-02-20,99.54,100.00,97.00,99.31,14525200,82.07
2002-02-19,101.50,101.80,98.86,101.30,13395900,83.71
2002-02-15,104.80,104.80,101.70,102.89,18204600,85.03
2002-02-14,109.00,109.15,107.20,107.89,5816300,89.16
2002-02-13,106.70,108.48,106.12,108.07,5086900,89.31
2002-02-12,106.75,107.89,106.06,106.57,4559800,88.07
2002-02-11,105.00,107.69,104.51,107.38,6271900,88.74
2002-02-08,103.00,105.72,102.61,104.99,8339400,86.76
2002-02-07,106.64,107.00,103.86,103.91,7253800,85.87
2002-02-06,106.70,107.82,105.33,106.63,6669800,88.12
2002-02-05,106.25,108.50,106.00,106.30,6737700,87.73
2002-02-04,108.00,108.00,105.99,106.80,6601900,88.14
2002-02-01,107.64,109.30,106.64,108.00,6799500,89.13
2002-01-31,106.40,107.98,104.46,107.89,9877000,89.04
2002-01-30,104.25,105.75,101.00,105.55,17713300,87.11
2002-01-29,108.15,108.56,102.41,103.00,14509400,85.01
2002-01-28,109.50,110.21,107.06,108.15,7092900,89.26
2002-01-25,108.50,110.69,108.10,109.28,6761800,90.19
2002-01-24,108.80,109.73,107.07,108.72,8581500,89.73
2002-01-23,110.80,111.25,107.00,107.90,12556700,89.05
2002-01-22,114.25,114.26,110.33,110.50,10130400,91.19
2002-01-18,114.25,114.90,112.81,114.25,18440200,94.29
2002-01-17,119.85,120.55,117.26,119.90,11153700,98.95
2002-01-16,118.00,118.75,117.25,117.40,5366300,96.89
2002-01-15,118.05,119.70,117.72,118.85,5647900,98.09
2002-01-14,120.00,120.09,117.10,118.05,10026700,97.43
2002-01-11,121.50,122.18,120.28,120.31,4797800,99.29
2002-01-10,123.75,124.00,121.42,122.14,8926300,100.80
2002-01-09,124.70,126.39,124.15,124.49,6839900,102.74
2002-01-08,124.25,125.20,123.73,124.70,5311800,102.91
2002-01-07,125.00,126.19,123.70,124.05,5939600,102.38
2002-01-04,124.05,125.60,123.98,125.60,8405200,103.66
2002-01-03,121.50,124.22,120.25,123.66,8621700,102.06
2002-01-02,120.60,121.50,119.80,121.50,6862800,100.27
2001-12-31,122.75,123.24,120.95,120.96,3512700,99.83
2001-12-28,123.50,123.88,122.35,122.90,4213900,101.43
2001-12-27,122.75,123.93,122.64,123.50,3826200,101.92
2001-12-26,122.00,123.70,121.81,122.40,3755700,101.02
2001-12-24,122.05,122.48,121.10,121.45,1654400,100.23
2001-12-21,122.70,123.50,121.71,122.00,8659100,100.69
2001-12-20,123.89,124.00,122.15,122.70,6344800,101.26
2001-12-19,121.90,124.70,121.01,123.89,8053900,102.25
2001-12-18,121.51,122.97,121.35,122.20,5596200,100.85
2001-12-17,120.15,122.14,120.15,121.34,6205100,100.14
2001-12-14,120.80,121.48,119.41,121.10,7036000,99.94
2001-12-13,121.55,122.30,120.12,120.25,8061000,99.24
2001-12-12,121.12,123.21,120.06,123.20,7977900,101.68
2001-12-11,120.40,122.74,119.80,121.50,7793200,100.27
2001-12-10,120.00,121.00,119.41,119.66,5570900,98.75
2001-12-07,119.50,121.00,118.75,120.40,6889200,99.37
2001-12-06,120.50,121.70,119.80,120.14,11225700,99.15
2001-12-05,116.85,121.98,116.65,121.40,14646200,100.19
2001-12-04,114.30,116.72,113.38,116.64,6585900,96.26
2001-12-03,114.80,114.85,113.21,114.13,5785800,94.19
2001-11-30,114.43,115.94,113.80,115.59,5597800,95.40
2001-11-29,112.90,114.55,111.81,114.43,6128700,94.44
2001-11-28,114.10,114.38,112.10,112.15,6161200,92.56
2001-11-27,116.25,116.30,114.07,114.20,6894100,94.25
2001-11-26,115.90,116.40,115.20,116.33,4854300,96.01
2001-11-23,114.29,115.37,113.72,115.35,1714000,95.20
2001-11-21,114.95,115.25,113.05,114.34,4184700,94.36
2001-11-20,114.35,116.80,114.25,115.44,6452200,95.27
2001-11-19,114.70,115.80,113.77,115.00,4931300,94.91
2001-11-16,115.00,115.00,112.55,114.50,6661500,94.50
2001-11-15,114.10,116.33,113.84,114.75,7013800,94.70
2001-11-14,116.70,116.85,113.33,114.35,8091700,94.37
2001-11-13,115.70,117.00,115.70,116.70,9216700,96.31
2001-11-12,113.00,114.90,112.05,114.86,5608400,94.79
2001-11-09,113.10,114.90,113.10,114.08,5045900,94.15
2001-11-08,113.96,115.56,113.61,113.81,7991200,93.93
2001-11-07,113.05,115.20,113.03,113.85,10129700,93.96
2001-11-06,109.60,114.80,109.00,113.61,8509700,93.65
2001-11-05,109.95,110.59,109.08,109.97,5708500,90.65
2001-11-02,109.15,110.30,108.77,109.50,6216900,90.26
2001-11-01,107.25,110.17,106.90,109.89,8024000,90.58
2001-10-31,109.60,111.12,108.07,108.07,7177700,89.08
2001-10-30,107.80,109.75,107.76,108.65,8625100,89.56
2001-10-29,110.50,110.70,108.62,108.62,7072800,89.53
2001-10-26,110.00,112.10,109.62,111.16,10142500,91.63
2001-10-25,108.05,110.85,106.75,110.66,9683400,91.21
2001-10-24,106.50,108.75,106.09,108.57,8293200,89.49
2001-10-23,105.75,106.69,104.55,105.81,7429300,87.22
2001-10-22,102.65,105.78,101.90,105.25,7623900,86.75
2001-10-19,101.65,102.74,100.07,102.65,11771900,84.61
2001-10-18,103.05,103.75,100.78,101.26,10694900,83.47
2001-10-17,106.30,106.70,102.90,102.90,18920500,84.82
2001-10-16,101.87,103.00,99.66,101.85,11946000,83.95
2001-10-15,99.85,102.76,99.85,102.00,10204200,84.08
2001-10-12,98.70,101.00,98.00,100.84,11501200,83.12
2001-10-11,97.70,99.40,96.50,99.40,11501600,81.93
2001-10-10,95.00,97.30,94.90,97.25,10636900,80.16
2001-10-09,98.50,98.50,96.76,97.14,7525300,80.07
2001-10-08,98.03,99.00,96.75,98.50,7093400,81.19
2001-10-05,96.65,98.45,95.37,98.02,9708200,80.80
2001-10-04,97.15,98.88,96.80,97.31,9785100,80.21
2001-10-03,92.90,97.62,92.40,96.95,11117000,79.91
2001-10-02,92.30,93.90,92.10,93.77,7221200,77.29
2001-10-01,91.72,93.48,91.34,92.71,8676200,76.42
2001-09-28,90.20,92.71,89.90,91.72,11077200,75.60
2001-09-27,91.30,91.50,87.49,90.00,13172300,74.18
2001-09-26,94.45,94.45,90.30,91.30,13783100,75.26
2001-09-25,94.10,96.00,93.41,94.45,12575100,77.85
2001-09-24,91.80,95.54,91.80,94.80,11201800,78.14
2001-09-21,90.60,93.50,89.50,90.50,18364700,74.60
2001-09-20,94.10,95.75,92.85,93.40,15182900,76.99
2001-09-19,96.40,96.85,92.45,96.00,14883500,79.13
2001-09-18,94.00,96.75,93.68,96.40,12305000,79.46
2001-09-17,93.90,95.86,92.55,93.34,15132800,76.94
2001-09-10,96.00,97.40,95.59,96.47,10311500,79.52
2001-09-07,97.90,98.15,96.00,96.59,10507000,79.62
2001-09-06,100.68,100.68,97.65,98.00,9043100,80.78
2001-09-05,101.50,102.83,99.61,100.35,11880700,82.72
2001-09-04,100.15,103.13,99.29,101.49,9891800,83.66
2001-08-31,101.00,101.36,99.24,99.95,8126600,82.39
2001-08-30,102.75,103.40,98.86,100.36,15015500,82.72
2001-08-29,105.75,105.90,103.82,104.13,4840300,85.83
2001-08-28,106.90,107.17,104.87,104.95,5808100,86.51
2001-08-27,106.99,108.20,106.64,106.86,4540900,88.08
2001-08-24,103.95,107.80,103.41,106.99,7711900,88.19
2001-08-23,104.00,104.70,103.00,103.00,5474300,84.90
2001-08-22,102.50,104.04,101.76,103.96,8029000,85.69
2001-08-21,103.85,104.97,101.40,101.89,6515900,83.99
2001-08-20,104.68,105.00,102.80,104.10,5612700,85.81
2001-08-17,105.49,105.49,103.90,104.59,7006200,86.21
2001-08-16,104.20,106.02,103.66,105.75,6215200,87.17
2001-08-15,106.35,106.59,105.01,105.01,4712900,86.56
2001-08-14,106.50,106.85,105.40,106.20,5730200,87.54
2001-08-13,105.00,106.64,104.65,105.86,6024400,87.26
2001-08-10,103.85,104.95,102.81,104.95,5254800,86.51
2001-08-09,103.70,104.54,102.70,104.08,6763200,85.79
2001-08-08,105.00,106.10,104.10,104.19,6398000,85.88
2001-08-07,105.80,107.37,105.26,106.25,4029300,87.46
2001-08-06,107.25,107.37,105.79,106.51,4176800,87.68
2001-08-03,107.80,110.09,107.10,108.18,3704100,89.05
2001-08-02,108.50,109.47,107.21,108.80,5675100,89.56
2001-08-01,105.35,108.50,105.31,107.06,6036100,88.13
2001-07-31,105.90,107.00,105.15,105.21,5603000,86.61
2001-07-30,104.90,106.25,104.76,105.85,4030800,87.13
2001-07-27,104.75,105.95,104.11,104.70,4346500,86.19
2001-07-26,104.75,106.00,102.93,106.00,8428700,87.26
2001-07-25,104.50,105.70,102.73,104.89,6247600,86.34
2001-07-24,104.85,106.15,103.79,104.51,7299800,86.03
2001-07-23,105.70,106.95,105.30,105.85,6315700,87.13
2001-07-20,103.40,105.70,103.03,105.70,8991700,87.01
2001-07-19,105.60,106.00,103.10,104.00,13644500,85.61
2001-07-18,106.10,107.60,103.20,104.28,11670300,85.84
2001-07-17,106.10,108.58,104.75,108.53,8662400,89.34
2001-07-16,108.53,109.38,107.28,107.82,5330100,88.76
2001-07-13,106.15,109.30,106.11,108.53,7841800,89.34
2001-07-12,105.90,107.80,105.62,107.25,8766400,88.29
2001-07-11,101.60,104.13,101.56,103.85,8895400,85.49
2001-07-10,104.73,105.40,101.60,101.96,10266600,83.93
2001-07-09,106.50,106.95,103.65,104.72,9312600,86.20
2001-07-06,110.90,110.90,105.81,106.50,11704600,87.67
2001-07-05,112.60,113.26,111.79,112.10,4419000,92.28
2001-07-03,114.10,114.19,112.76,112.98,3325800,93.00
2001-07-02,113.50,115.40,112.96,114.35,5913100,94.13
2001-06-29,115.60,116.65,113.00,113.50,9477400,93.43
2001-06-28,113.80,116.95,113.75,115.10,8181000,94.75
2001-06-27,113.10,114.18,112.45,113.52,4814100,93.45
2001-06-26,111.25,114.05,111.10,113.04,7081900,93.05
2001-06-25,113.75,114.90,111.78,112.65,5675900,92.73
2001-06-22,112.60,114.43,112.50,112.87,5607200,92.91
2001-06-21,112.15,114.70,111.36,112.60,8155800,92.69
2001-06-20,113.50,114.99,111.76,113.09,8828300,93.09
2001-06-19,116.26,117.25,114.56,114.84,6152800,94.54
2001-06-18,113.98,115.44,113.31,114.27,5182800,94.07
2001-06-15,115.10,115.45,113.38,113.60,12470100,93.51
2001-06-14,115.60,116.08,113.99,115.75,7502500,95.28
2001-06-13,117.25,118.47,116.53,116.54,5703200,95.93
2001-06-12,116.75,117.80,115.55,117.25,7301500,96.52
2001-06-11,116.30,118.14,116.10,117.36,6542700,96.61
2001-06-08,117.50,117.50,115.60,116.10,3099100,95.57
2001-06-07,117.00,118.25,117.00,117.25,6423700,96.52
2001-06-06,117.60,119.00,116.50,117.50,9624200,96.72
2001-06-05,113.64,117.60,113.56,116.97,6154400,96.29
2001-06-04,113.25,114.75,112.85,113.64,3812200,93.55
2001-06-01,112.50,113.60,111.90,112.89,5138900,92.93
2001-05-31,112.65,113.86,111.64,111.80,6724100,92.03
2001-05-30,114.00,114.10,112.00,112.65,9598700,92.73
2001-05-29,117.35,117.59,115.08,115.27,5818000,94.89
2001-05-25,119.52,119.90,117.76,117.80,5629100,96.97
2001-05-24,117.50,119.60,117.50,119.60,7726400,98.45
2001-05-23,117.80,118.95,117.10,117.40,6402600,96.64
2001-05-22,119.70,119.70,117.25,118.01,6005300,97.14
2001-05-21,117.95,119.90,117.55,119.04,8409400,97.99
2001-05-18,115.07,117.68,114.90,117.44,6714900,96.68
2001-05-17,115.80,117.09,115.05,115.07,6887700,94.72
2001-05-16,112.50,115.80,112.20,115.80,7796700,95.33
2001-05-15,113.50,114.15,112.50,113.58,5873400,93.50
2001-05-14,111.20,113.18,111.00,112.56,5254800,92.66
2001-05-11,113.75,114.15,110.96,111.81,8390200,92.04
2001-05-10,118.50,118.90,115.20,115.20,7993900,94.83
2001-05-09,116.20,118.18,115.30,116.98,7680200,96.30
2001-05-08,117.25,117.75,115.50,117.70,7605800,96.89
2001-05-07,116.20,117.25,115.00,115.90,6088600,95.29
2001-05-04,112.00,115.86,111.20,115.86,8681400,95.26
2001-05-03,114.60,115.10,112.35,113.70,6578000,93.48
2001-05-02,118.30,118.95,113.74,115.40,9706200,94.88
2001-05-01,115.85,118.65,114.90,118.51,7790800,97.44
2001-04-30,116.40,118.05,114.72,115.14,7357200,94.67
2001-04-27,116.80,116.90,114.55,116.20,7390600,95.54
2001-04-26,114.95,116.70,113.68,113.74,7346100,93.52
2001-04-25,112.00,114.85,111.99,114.85,6858500,94.43
2001-04-24,113.40,114.75,112.30,112.67,8742000,92.64
2001-04-23,114.01,114.05,111.68,112.00,8537500,92.09
2001-04-20,114.35,116.40,113.75,114.83,12759100,94.41
2001-04-19,112.00,115.90,110.45,114.47,25822400,94.12
2001-04-18,103.00,110.00,102.30,106.50,19814300,87.56
2001-04-17,97.00,99.88,97.00,99.70,9957300,81.97
2001-04-16,96.20,99.89,95.20,96.75,9188500,79.55
2001-04-12,96.40,97.50,95.15,96.20,9390100,79.10
2001-04-11,101.50,101.94,95.80,97.43,11498400,80.11
2001-04-10,97.00,99.90,96.56,99.05,10499400,81.44
2001-04-09,98.50,98.74,93.80,96.00,9486600,78.93
2001-04-06,98.00,100.00,96.40,97.95,13424200,80.53
2001-04-05,95.80,100.00,95.53,98.21,12506100,80.75
2001-04-04,90.45,94.05,90.05,92.00,13515600,75.64
2001-04-03,94.60,94.65,90.10,90.39,13330000,74.32
2001-04-02,97.45,98.10,93.58,94.66,8787000,77.83
2001-03-30,96.50,97.56,95.14,96.18,9461300,79.08
2001-03-29,94.46,97.07,94.26,95.04,10553700,78.14
2001-03-28,97.90,98.45,94.25,94.41,11890500,77.62
2001-03-27,94.00,100.00,93.97,99.50,11851200,81.81
2001-03-26,95.25,95.66,93.75,95.40,8581200,78.44
2001-03-23,93.50,94.99,90.29,93.51,12233600,76.88
2001-03-22,89.12,91.00,87.65,89.10,13328200,73.26
2001-03-21,88.45,91.60,87.75,89.08,11013000,73.24
2001-03-20,91.60,92.03,88.10,88.30,10101100,72.60
2001-03-19,91.00,92.80,89.20,92.60,10235500,76.14
2001-03-16,93.90,93.90,88.20,90.10,20029400,74.08
2001-03-15,96.00,97.87,95.17,95.56,8420000,78.57
2001-03-14,95.40,98.90,93.34,94.96,14246600,78.08
2001-03-13,95.10,98.44,94.20,98.39,12127900,80.90
2001-03-12,97.90,98.40,95.02,95.49,14494800,78.51
2001-03-09,105.00,105.01,97.90,99.29,16688100,81.64
2001-03-08,107.17,107.34,105.37,106.47,6793600,87.54
2001-03-07,107.45,108.25,105.66,107.55,7788900,88.43
2001-03-06,106.25,108.40,105.25,106.00,8120000,87.15
2001-03-05,102.81,105.60,102.64,104.91,6743900,86.26
2001-03-02,104.00,107.65,100.94,102.30,14745500,84.11
2001-03-01,99.30,106.40,97.50,106.05,15102000,87.19
2001-02-28,102.95,103.54,99.10,99.90,11933200,82.14
2001-02-27,104.90,106.87,102.56,102.59,9787900,84.35
2001-02-26,105.80,105.80,101.83,105.30,8344100,86.58
2001-02-23,107.50,107.50,100.25,104.00,15276600,85.51
2001-02-22,106.50,110.90,103.38,108.90,11709000,89.54
2001-02-21,109.55,111.50,107.29,107.51,9156900,88.39
2001-02-20,114.55,115.60,110.78,111.50,6748300,91.67
2001-02-16,114.55,115.75,113.94,115.00,7073000,94.55
2001-02-15,116.80,118.64,116.38,116.78,8098700,96.02
2001-02-14,113.75,116.17,112.50,115.10,7032900,94.63
2001-02-13,114.15,117.38,113.07,113.75,7193200,93.52
2001-02-12,110.55,115.72,110.30,114.90,6729300,94.47
2001-02-09,114.03,114.99,111.00,112.00,6318800,92.09
2001-02-08,116.91,118.20,114.03,114.10,8380800,93.81
2001-02-07,113.40,117.60,112.67,116.91,9006900,96.12
2001-02-06,112.23,115.69,111.20,114.19,7526400,93.78
2001-02-05,109.40,112.60,109.30,112.22,5113700,92.16
2001-02-02,112.75,113.99,109.60,110.27,5428400,90.56
2001-02-01,112.40,114.34,111.20,114.05,5580800,93.66
2001-01-31,115.75,116.75,112.00,112.00,8314200,91.98
2001-01-30,115.00,116.75,113.40,116.61,8242000,95.77
2001-01-29,112.50,115.50,112.47,114.98,5125000,94.43
2001-01-26,109.62,115.25,109.19,114.19,9095200,93.78
2001-01-25,110.12,111.12,109.44,110.75,4982100,90.95
2001-01-24,109.06,111.44,108.94,110.44,6760900,90.70
2001-01-23,109.56,109.94,107.62,109.06,9826900,89.57
2001-01-22,109.50,109.94,108.19,108.56,9618500,89.16
2001-01-19,107.50,113.94,107.25,111.25,14762200,91.37
2001-01-18,104.38,110.00,103.50,108.31,25244900,88.95
2001-01-17,95.38,97.75,94.31,96.69,9727000,79.41
2001-01-16,93.75,94.00,91.81,92.75,5671900,76.17
2001-01-12,93.69,96.44,92.38,93.81,6448000,77.04
2001-01-11,92.94,94.25,91.25,93.69,9635000,76.94
2001-01-10,92.50,94.94,91.69,93.44,7656100,76.74
2001-01-09,94.44,95.75,91.44,92.56,7547100,76.02
2001-01-08,93.50,93.94,91.56,93.56,6064800,76.84
2001-01-05,93.94,94.69,91.00,94.00,8043200,77.20
2001-01-04,94.75,99.75,92.69,93.19,15420500,76.53
